data_quality_scan,data_source,data_quality_job_id,data_quality_job_configuration,job_labels,job_start_time,job_end_time,job_quality_result,job_dimension_result,job_rows_scanned,rule_name,rule_description,rule_type,rule_evaluation_type,rule_column,rule_dimension,rule_threshold_percent,rule_parameters,rule_passed,rule_rows_evaluated,rule_rows_passed,rule_rows_passed_percent,rule_rows_null,rule_failed_records_query,created_on,last_updated,rule_assertion_row_count,debug_queries
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",7846b812-723a-4d9c-b482-d18fb7b38858,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 02:53:19.000000 UTC,2026-02-23 02:53:49.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,DISC_AMT3,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `7846b812-723a-4d9c-b482-d18fb7b38858` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `7846b812-723a-4d9c-b482-d18fb7b38858` WHERE (NOT((`DISC_AMT3` >= 0) IS TRUE));",2026-02-23 02:52:42.000000 UTC,2026-02-23 02:52:42.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",7846b812-723a-4d9c-b482-d18fb7b38858,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 02:53:19.000000 UTC,2026-02-23 02:53:49.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,FREIGHT_AMT,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `7846b812-723a-4d9c-b482-d18fb7b38858` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `7846b812-723a-4d9c-b482-d18fb7b38858` WHERE (NOT((`FREIGHT_AMT` >= 0) IS TRUE));",2026-02-23 02:52:42.000000 UTC,2026-02-23 02:52:42.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",7846b812-723a-4d9c-b482-d18fb7b38858,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 02:53:19.000000 UTC,2026-02-23 02:53:49.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,SALE_AMT,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `7846b812-723a-4d9c-b482-d18fb7b38858` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `7846b812-723a-4d9c-b482-d18fb7b38858` WHERE (NOT((`SALE_AMT` >= 0) IS TRUE));",2026-02-23 02:52:42.000000 UTC,2026-02-23 02:52:42.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",7846b812-723a-4d9c-b482-d18fb7b38858,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 02:53:19.000000 UTC,2026-02-23 02:53:49.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,SALE_FEMALE,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `7846b812-723a-4d9c-b482-d18fb7b38858` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `7846b812-723a-4d9c-b482-d18fb7b38858` WHERE (NOT((`SALE_FEMALE` >= 0) IS TRUE));",2026-02-23 02:52:42.000000 UTC,2026-02-23 02:52:42.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",7846b812-723a-4d9c-b482-d18fb7b38858,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 02:53:19.000000 UTC,2026-02-23 02:53:49.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,SALE_MALE,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `7846b812-723a-4d9c-b482-d18fb7b38858` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `7846b812-723a-4d9c-b482-d18fb7b38858` WHERE (NOT((`SALE_MALE` >= 0) IS TRUE));",2026-02-23 02:52:42.000000 UTC,2026-02-23 02:52:42.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",7846b812-723a-4d9c-b482-d18fb7b38858,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 02:53:19.000000 UTC,2026-02-23 02:53:49.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,SALE_QTY,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `7846b812-723a-4d9c-b482-d18fb7b38858` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `7846b812-723a-4d9c-b482-d18fb7b38858` WHERE (NOT((`SALE_QTY` >= 0) IS TRUE));",2026-02-23 02:52:42.000000 UTC,2026-02-23 02:52:42.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-trn-sale-detail"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-trn-sale-detail"",
    ""display_name"": ""dq-pigpos-fr_trn_sale_detail""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_TRN_SALE_DETAIL"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_TRN_SALE_DETAIL""
  }
}",7846b812-723a-4d9c-b482-d18fb7b38858,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""sale-transaction-detail""}",2026-02-23 02:53:19.000000 UTC,2026-02-23 02:53:49.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",22354773,,,Range check,Per row,VAT_AMT,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,22354773,22354773,100.0,0,"WITH `7846b812-723a-4d9c-b482-d18fb7b38858` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_TRN_SALE_DETAIL` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `7846b812-723a-4d9c-b482-d18fb7b38858` WHERE (NOT((`VAT_AMT` >= 0) IS TRUE));",2026-02-23 02:52:42.000000 UTC,2026-02-23 02:52:42.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-swine-move"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-swine-move"",
    ""display_name"": ""dq-pigpos-fr_ms_swine_move""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_SWINE_MOVE"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_SWINE_MOVE""
  }
}",ba1361b1-152d-45e5-93b1-c3057902cd15,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""move-transaction""}",2026-02-23 07:23:30.000000 UTC,2026-02-23 07:23:59.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",3639381,,,Range check,Per row,FEMALE_QTY,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,3639381,3639381,100.0,0,"WITH `ba1361b1-152d-45e5-93b1-c3057902cd15` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_SWINE_MOVE` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `ba1361b1-152d-45e5-93b1-c3057902cd15` WHERE (NOT((`FEMALE_QTY` >= 0) IS TRUE));",2026-02-23 07:22:49.000000 UTC,2026-02-23 07:22:49.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-swine-move"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-swine-move"",
    ""display_name"": ""dq-pigpos-fr_ms_swine_move""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_SWINE_MOVE"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_SWINE_MOVE""
  }
}",ba1361b1-152d-45e5-93b1-c3057902cd15,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""move-transaction""}",2026-02-23 07:23:30.000000 UTC,2026-02-23 07:23:59.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",3639381,,,Range check,Per row,MALE_QTY,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,3639381,3639381,100.0,0,"WITH `ba1361b1-152d-45e5-93b1-c3057902cd15` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_SWINE_MOVE` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `ba1361b1-152d-45e5-93b1-c3057902cd15` WHERE (NOT((`MALE_QTY` >= 0) IS TRUE));",2026-02-23 07:22:49.000000 UTC,2026-02-23 07:22:49.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-swine-move"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-swine-move"",
    ""display_name"": ""dq-pigpos-fr_ms_swine_move""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_SWINE_MOVE"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_SWINE_MOVE""
  }
}",ba1361b1-152d-45e5-93b1-c3057902cd15,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""move-transaction""}",2026-02-23 07:23:30.000000 UTC,2026-02-23 07:23:59.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",3639381,,,Range check,Per row,QTY,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,3639381,3639381,100.0,0,"WITH `ba1361b1-152d-45e5-93b1-c3057902cd15` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_SWINE_MOVE` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `ba1361b1-152d-45e5-93b1-c3057902cd15` WHERE (NOT((`QTY` >= 0) IS TRUE));",2026-02-23 07:22:49.000000 UTC,2026-02-23 07:22:49.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-swine-move"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-swine-move"",
    ""display_name"": ""dq-pigpos-fr_ms_swine_move""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_SWINE_MOVE"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_SWINE_MOVE""
  }
}",ba1361b1-152d-45e5-93b1-c3057902cd15,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""move-transaction""}",2026-02-23 07:23:30.000000 UTC,2026-02-23 07:23:59.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",3639381,,,Range check,Per row,MALE_WGH,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",true,3638568,3638568,100.0,813,"WITH `ba1361b1-152d-45e5-93b1-c3057902cd15` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_SWINE_MOVE` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `ba1361b1-152d-45e5-93b1-c3057902cd15` WHERE (NOT(`MALE_WGH` >= 0));",2026-02-23 07:22:49.000000 UTC,2026-02-23 07:22:49.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-swine-move"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-swine-move"",
    ""display_name"": ""dq-pigpos-fr_ms_swine_move""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_SWINE_MOVE"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_SWINE_MOVE""
  }
}",ba1361b1-152d-45e5-93b1-c3057902cd15,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""move-transaction""}",2026-02-23 07:23:30.000000 UTC,2026-02-23 07:23:59.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",3639381,,,Range check,Per row,FEMALE_WGH,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",false,3634771,3634770,99.999972,4610,"WITH `ba1361b1-152d-45e5-93b1-c3057902cd15` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_SWINE_MOVE` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `ba1361b1-152d-45e5-93b1-c3057902cd15` WHERE (NOT(`FEMALE_WGH` >= 0));",2026-02-23 07:22:49.000000 UTC,2026-02-23 07:22:49.000000 UTC,,"{
  ""debug_queries"": []
}"
"{
  ""data_quality_scan"": {
    ""resource_name"": ""//dataplex.googleapis.com/projects/1082519457323/locations/us-central1/dataScans/dq-pigpos-fr-ms-swine-move"",
    ""project_id"": ""cpf-farm-th"",
    ""location"": ""us-central1"",
    ""data_scan_id"": ""dq-pigpos-fr-ms-swine-move"",
    ""display_name"": ""dq-pigpos-fr_ms_swine_move""
  }
}","{
  ""data_source"": {
    ""resource_name"": ""//bigquery.googleapis.com/projects/cpf-farm-th/datasets/PIGPOS/tables/FR_MS_SWINE_MOVE"",
    ""dataplex_entity_project_id"": null,
    ""dataplex_entity_project_number"": null,
    ""dataplex_lake_id"": null,
    ""dataplex_zone_id"": null,
    ""dataplex_entity_id"": null,
    ""table_project_id"": ""cpf-farm-th"",
    ""table_project_number"": ""1082519457323"",
    ""dataset_id"": ""PIGPOS"",
    ""table_id"": ""FR_MS_SWINE_MOVE""
  }
}",ba1361b1-152d-45e5-93b1-c3057902cd15,"{""increment_column"":"""",""incremental"":false,""row_filter"":""COALESCE(CANCEL_FLAG, 'N') = 'N'"",""sampling_percent"":100,""trigger"":""on_demand""}","{""content"":""move-transaction""}",2026-02-23 07:23:30.000000 UTC,2026-02-23 07:23:59.000000 UTC,"{
  ""job_quality_result"": {
    ""passed"": ""false"",
    ""score"": ""66.669998"",
    ""incremental_start"": null,
    ""incremental_end"": null
  }
}","{""VALIDITY"":{""passed"":false,""score"":66.67}}",3639381,,,Range check,Per row,WGH,VALIDITY,100.0,"{""max_value"":"""",""min_value"":""0"",""strict_max_enabled"":false,""strict_min_enabled"":false}",false,3633958,3633957,99.999972,5423,"WITH `ba1361b1-152d-45e5-93b1-c3057902cd15` AS (SELECT * FROM `cpf-farm-th.PIGPOS.FR_MS_SWINE_MOVE` WHERE (COALESCE(CANCEL_FLAG, 'N') = 'N')) SELECT * FROM `ba1361b1-152d-45e5-93b1-c3057902cd15` WHERE (NOT(`WGH` >= 0));",2026-02-23 07:22:49.000000 UTC,2026-02-23 07:22:49.000000 UTC,,"{
  ""debug_queries"": []
}"
